#BioGRID Interaction ID	Entrez Gene Interactor A	Entrez Gene Interactor B	BioGRID ID Interactor A	BioGRID ID Interactor B	Systematic Name Interactor A	Systematic Name Interactor B	Official Symbol Interactor A	Official Symbol Interactor B	Synonyms Interactor A	Synonyms Interactor B	Experimental System	Experimental System Type	Author	Publication Source	Organism ID Interactor A	Organism ID Interactor B	Throughput	Score	Modification	Qualifications	Tags	Source Database	SWISS-PROT Accessions Interactor A	TREMBL Accessions Interactor A	REFSEQ Accessions Interactor A	SWISS-PROT Accessions Interactor B	TREMBL Accessions Interactor B	REFSEQ Accessions Interactor B	Ontology Term IDs	Ontology Term Names	Ontology Term Categories	Ontology Term Qualifier IDs	Ontology Term Qualifier Names	Ontology Term Types	Organism Name Interactor A	Organism Name Interactor B
3713590	7157	23363	113010	116944	-	-	TP53	OBSL1	BCC7|LFS1|P53|TRP53	-	Proximity Label-MS	physical	Lue Y (2024)	PUBMED:38580884	9606	9606	High Throughput	-	-	BioID|High confidence BioID interactions had a minimum unique mass spectral count of 2 and SAINT BFDR score =< 0.01|MG132 proteasome inhibitor treatment|TP53_R273H mutant	-	BIOGRID	P04637	H2EHT1|A0A087WT22|A0A087WXZ1|Q53GA5|A0A087X1Q1|K7PPA8	NP_001119586|NP_001119590|NP_001119584|NP_000537|NP_001263627|NP_001263626|NP_001263625|NP_001119588|NP_001263628|NP_001119587|NP_001263624|NP_001119585|NP_001263690|NP_001119589|NP_001263689	O75147	Q9H8B3	NP_001166902|NP_056126|NP_001166879	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3713591	7157	7705	113010	113499	-	-	TP53	ZNF146	BCC7|LFS1|P53|TRP53	OZF	Proximity Label-MS	physical	Lue Y (2024)	PUBMED:38580884	9606	9606	High Throughput	-	-	BioID|High confidence BioID interactions had a minimum unique mass spectral count of 2 and SAINT BFDR score =< 0.01|MG132 proteasome inhibitor treatment|TP53_R273H mutant	-	BIOGRID	P04637	H2EHT1|A0A087WT22|A0A087WXZ1|Q53GA5|A0A087X1Q1|K7PPA8	NP_001119586|NP_001119590|NP_001119584|NP_000537|NP_001263627|NP_001263626|NP_001263625|NP_001119588|NP_001263628|NP_001119587|NP_001263624|NP_001119585|NP_001263690|NP_001119589|NP_001263689	Q15072	-	NP_009076|NP_001093109|NP_001093108	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3713592	7157	821	113010	107271	-	-	TP53	CANX	BCC7|LFS1|P53|TRP53	CNX|IP90|P90	Proximity Label-MS	physical	Lue Y (2024)	PUBMED:38580884	9606	9606	High Throughput	-	-	BioID|High confidence BioID interactions had a minimum unique mass spectral count of 2 and SAINT BFDR score =< 0.01|MG132 proteasome inhibitor treatment|TP53_R273H mutant	-	BIOGRID	P04637	H2EHT1|A0A087WT22|A0A087WXZ1|Q53GA5|A0A087X1Q1|K7PPA8	NP_001119586|NP_001119590|NP_001119584|NP_000537|NP_001263627|NP_001263626|NP_001263625|NP_001119588|NP_001263628|NP_001119587|NP_001263624|NP_001119585|NP_001263690|NP_001119589|NP_001263689	P27824	-	NP_001737|NP_001350928|NP_001350925|NP_001350924|NP_001350927|NP_001350926|NP_001350923|NP_001350922|NP_001019820|NP_001350929|NP_001350930	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3713593	7157	199990	113010	128288	-	RP11-181G12.3	TP53	C1orf86	BCC7|LFS1|P53|TRP53	FAAP20|FP7162	Proximity Label-MS	physical	Lue Y (2024)	PUBMED:38580884	9606	9606	High Throughput	-	-	BioID|High confidence BioID interactions had a minimum unique mass spectral count of 2 and SAINT BFDR score =< 0.01|MG132 proteasome inhibitor treatment|TP53_R273H mutant	-	BIOGRID	P04637	H2EHT1|A0A087WT22|A0A087WXZ1|Q53GA5|A0A087X1Q1|K7PPA8	NP_001119586|NP_001119590|NP_001119584|NP_000537|NP_001263627|NP_001263626|NP_001263625|NP_001119588|NP_001263628|NP_001119587|NP_001263624|NP_001119585|NP_001263690|NP_001119589|NP_001263689	Q6NZ36	A0A024R0B3|Q6ZRT9|F6S8H2|Q7Z4P6	NP_001243874|NP_001243875|NP_001243876|NP_001139782|NP_001269602|NP_001269601|NP_001269600|NP_001269599|NP_872339	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3713594	7157	144455	113010	126855	-	-	TP53	E2F7	BCC7|LFS1|P53|TRP53	-	Proximity Label-MS	physical	Lue Y (2024)	PUBMED:38580884	9606	9606	High Throughput	-	-	BioID|High confidence BioID interactions had a minimum unique mass spectral count of 2 and SAINT BFDR score =< 0.01|MG132 proteasome inhibitor treatment|TP53_R273H mutant	-	BIOGRID	P04637	H2EHT1|A0A087WT22|A0A087WXZ1|Q53GA5|A0A087X1Q1|K7PPA8	NP_001119586|NP_001119590|NP_001119584|NP_000537|NP_001263627|NP_001263626|NP_001263625|NP_001119588|NP_001263628|NP_001119587|NP_001263624|NP_001119585|NP_001263690|NP_001119589|NP_001263689	Q96AV8	-	NP_976328	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3713595	7157	84916	113010	124353	-	-	TP53	CIRH1A	BCC7|LFS1|P53|TRP53	CIRHIN|NAIC|TEX292|UTP4	Proximity Label-MS	physical	Lue Y (2024)	PUBMED:38580884	9606	9606	High Throughput	-	-	BioID|High confidence BioID interactions had a minimum unique mass spectral count of 2 and SAINT BFDR score =< 0.01|MG132 proteasome inhibitor treatment|TP53_R273H mutant	-	BIOGRID	P04637	H2EHT1|A0A087WT22|A0A087WXZ1|Q53GA5|A0A087X1Q1|K7PPA8	NP_001119586|NP_001119590|NP_001119584|NP_000537|NP_001263627|NP_001263626|NP_001263625|NP_001119588|NP_001263628|NP_001119587|NP_001263624|NP_001119585|NP_001263690|NP_001119589|NP_001263689	Q969X6	-	NP_116219|NP_001305320	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3713596	7157	56339	113010	121139	-	-	TP53	METTL3	BCC7|LFS1|P53|TRP53	IME4|M6A|MT-A70|Spo8	Proximity Label-MS	physical	Lue Y (2024)	PUBMED:38580884	9606	9606	High Throughput	-	-	BioID|High confidence BioID interactions had a minimum unique mass spectral count of 2 and SAINT BFDR score =< 0.01|MG132 proteasome inhibitor treatment|TP53_R273H mutant	-	BIOGRID	P04637	H2EHT1|A0A087WT22|A0A087WXZ1|Q53GA5|A0A087X1Q1|K7PPA8	NP_001119586|NP_001119590|NP_001119584|NP_000537|NP_001263627|NP_001263626|NP_001263625|NP_001119588|NP_001263628|NP_001119587|NP_001263624|NP_001119585|NP_001263690|NP_001119589|NP_001263689	Q86U44	-	NP_062826	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3713597	7157	126526	113010	125997	-	-	TP53	C19orf47	BCC7|LFS1|P53|TRP53	-	Proximity Label-MS	physical	Lue Y (2024)	PUBMED:38580884	9606	9606	High Throughput	-	-	BioID|High confidence BioID interactions had a minimum unique mass spectral count of 2 and SAINT BFDR score =< 0.01|MG132 proteasome inhibitor treatment|TP53_R273H mutant	-	BIOGRID	P04637	H2EHT1|A0A087WT22|A0A087WXZ1|Q53GA5|A0A087X1Q1|K7PPA8	NP_001119586|NP_001119590|NP_001119584|NP_000537|NP_001263627|NP_001263626|NP_001263625|NP_001119588|NP_001263628|NP_001119587|NP_001263624|NP_001119585|NP_001263690|NP_001119589|NP_001263689	Q8N9M1	-	NP_001243369|NP_001243370	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3713598	7157	1870	113010	108202	-	-	TP53	E2F2	BCC7|LFS1|P53|TRP53	E2F-2	Proximity Label-MS	physical	Lue Y (2024)	PUBMED:38580884	9606	9606	High Throughput	-	-	BioID|High confidence BioID interactions had a minimum unique mass spectral count of 2 and SAINT BFDR score =< 0.01|MG132 proteasome inhibitor treatment|TP53_R273H mutant	-	BIOGRID	P04637	H2EHT1|A0A087WT22|A0A087WXZ1|Q53GA5|A0A087X1Q1|K7PPA8	NP_001119586|NP_001119590|NP_001119584|NP_000537|NP_001263627|NP_001263626|NP_001263625|NP_001119588|NP_001263628|NP_001119587|NP_001263624|NP_001119585|NP_001263690|NP_001119589|NP_001263689	Q14209	-	NP_004082	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3713599	7157	10432	113010	115700	-	-	TP53	RBM14	BCC7|LFS1|P53|TRP53	COAA|PSP2|SIP|SYTIP1|TMEM137	Proximity Label-MS	physical	Lue Y (2024)	PUBMED:38580884	9606	9606	High Throughput	-	-	BioID|High confidence BioID interactions had a minimum unique mass spectral count of 2 and SAINT BFDR score =< 0.01|MG132 proteasome inhibitor treatment|TP53_R273H mutant	-	BIOGRID	P04637	H2EHT1|A0A087WT22|A0A087WXZ1|Q53GA5|A0A087X1Q1|K7PPA8	NP_001119586|NP_001119590|NP_001119584|NP_000537|NP_001263627|NP_001263626|NP_001263625|NP_001119588|NP_001263628|NP_001119587|NP_001263624|NP_001119585|NP_001263690|NP_001119589|NP_001263689	Q96PK6	-	NP_001185766|NP_001185765|NP_006319	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3713600	7157	29086	113010	118855	-	HSPC142	TP53	BABAM1	BCC7|LFS1|P53|TRP53	C19orf62|MERIT40|NBA1	Proximity Label-MS	physical	Lue Y (2024)	PUBMED:38580884	9606	9606	High Throughput	-	-	BioID|High confidence BioID interactions had a minimum unique mass spectral count of 2 and SAINT BFDR score =< 0.01|MG132 proteasome inhibitor treatment|TP53_R273H mutant	-	BIOGRID	P04637	H2EHT1|A0A087WT22|A0A087WXZ1|Q53GA5|A0A087X1Q1|K7PPA8	NP_001119586|NP_001119590|NP_001119584|NP_000537|NP_001263627|NP_001263626|NP_001263625|NP_001119588|NP_001263628|NP_001119587|NP_001263624|NP_001119585|NP_001263690|NP_001119589|NP_001263689	Q9NWV8	A0A024R7L2|J3KQS6	NP_001028721|NP_001275686|NP_001275685|NP_054892	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3713601	7157	6944	113010	112804	-	RP11-68I18.8	TP53	VPS72	BCC7|LFS1|P53|TRP53	CFL1|Swc2|TCFL1|YL-1|YL1	Proximity Label-MS	physical	Lue Y (2024)	PUBMED:38580884	9606	9606	High Throughput	-	-	BioID|High confidence BioID interactions had a minimum unique mass spectral count of 2 and SAINT BFDR score =< 0.01|MG132 proteasome inhibitor treatment|TP53_R273H mutant	-	BIOGRID	P04637	H2EHT1|A0A087WT22|A0A087WXZ1|Q53GA5|A0A087X1Q1|K7PPA8	NP_001119586|NP_001119590|NP_001119584|NP_000537|NP_001263627|NP_001263626|NP_001263625|NP_001119588|NP_001263628|NP_001119587|NP_001263624|NP_001119585|NP_001263690|NP_001119589|NP_001263689	Q15906	-	NP_005988|NP_001258016|NP_001258017	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3713602	7157	54971	113010	120308	-	-	TP53	BANP	BCC7|LFS1|P53|TRP53	BEND1|SMAR1|SMARBP1	Proximity Label-MS	physical	Lue Y (2024)	PUBMED:38580884	9606	9606	High Throughput	-	-	BioID|High confidence BioID interactions had a minimum unique mass spectral count of 2 and SAINT BFDR score =< 0.01|MG132 proteasome inhibitor treatment|TP53_R273H mutant	-	BIOGRID	P04637	H2EHT1|A0A087WT22|A0A087WXZ1|Q53GA5|A0A087X1Q1|K7PPA8	NP_001119586|NP_001119590|NP_001119584|NP_000537|NP_001263627|NP_001263626|NP_001263625|NP_001119588|NP_001263628|NP_001119587|NP_001263624|NP_001119585|NP_001263690|NP_001119589|NP_001263689	Q8N9N5	B3KM38|B4DE54|Q9NSS6	NP_001167011|NP_001167010|NP_001167013|NP_001167012|NP_001167014|NP_524576|NP_060339	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3713603	7157	9203	113010	114637	-	-	TP53	ZMYM3	BCC7|LFS1|P53|TRP53	DXS6673E|MYM|XFIM|ZNF198L2|ZNF261	Proximity Label-MS	physical	Lue Y (2024)	PUBMED:38580884	9606	9606	High Throughput	-	-	BioID|High confidence BioID interactions had a minimum unique mass spectral count of 2 and SAINT BFDR score =< 0.01|MG132 proteasome inhibitor treatment|TP53_R273H mutant	-	BIOGRID	P04637	H2EHT1|A0A087WT22|A0A087WXZ1|Q53GA5|A0A087X1Q1|K7PPA8	NP_001119586|NP_001119590|NP_001119584|NP_000537|NP_001263627|NP_001263626|NP_001263625|NP_001119588|NP_001263628|NP_001119587|NP_001263624|NP_001119585|NP_001263690|NP_001119589|NP_001263689	Q14202	A8K3Z7	NP_001164634|NP_963893|NP_005087|NP_001164633	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3713604	7157	10935	113010	116136	-	-	TP53	PRDX3	BCC7|LFS1|P53|TRP53	AOP-1|AOP1|HBC189|MER5|PRO1748|SP-22|prx-III	Proximity Label-MS	physical	Lue Y (2024)	PUBMED:38580884	9606	9606	High Throughput	-	-	BioID|High confidence BioID interactions had a minimum unique mass spectral count of 2 and SAINT BFDR score =< 0.01|MG132 proteasome inhibitor treatment|TP53_R273H mutant	-	BIOGRID	P04637	H2EHT1|A0A087WT22|A0A087WXZ1|Q53GA5|A0A087X1Q1|K7PPA8	NP_001119586|NP_001119590|NP_001119584|NP_000537|NP_001263627|NP_001263626|NP_001263625|NP_001119588|NP_001263628|NP_001119587|NP_001263624|NP_001119585|NP_001263690|NP_001119589|NP_001263689	P30048	-	NP_001289201|NP_006784|NP_054817	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3713605	7157	6201	113010	112115	-	-	TP53	RPS7	BCC7|LFS1|P53|TRP53	DBA8|S7	Proximity Label-MS	physical	Lue Y (2024)	PUBMED:38580884	9606	9606	High Throughput	-	-	BioID|High confidence BioID interactions had a minimum unique mass spectral count of 2 and SAINT BFDR score =< 0.01|MG132 proteasome inhibitor treatment|TP53_R273H mutant	-	BIOGRID	P04637	H2EHT1|A0A087WT22|A0A087WXZ1|Q53GA5|A0A087X1Q1|K7PPA8	NP_001119586|NP_001119590|NP_001119584|NP_000537|NP_001263627|NP_001263626|NP_001263625|NP_001119588|NP_001263628|NP_001119587|NP_001263624|NP_001119585|NP_001263690|NP_001119589|NP_001263689	P62081	-	NP_001002	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3713606	7157	2778	113010	109040	-	RP4-543J19.4	TP53	GNAS	BCC7|LFS1|P53|TRP53	AHO|C20orf45|GNAS1|GPSA|GSA|GSP|NESP|PHP1A|PHP1B|PHP1C|POH	Proximity Label-MS	physical	Lue Y (2024)	PUBMED:38580884	9606	9606	High Throughput	-	-	BioID|High confidence BioID interactions had a minimum unique mass spectral count of 2 and SAINT BFDR score =< 0.01|MG132 proteasome inhibitor treatment|TP53_R273H mutant	-	BIOGRID	P04637	H2EHT1|A0A087WT22|A0A087WXZ1|Q53GA5|A0A087X1Q1|K7PPA8	NP_001119586|NP_001119590|NP_001119584|NP_000537|NP_001263627|NP_001263626|NP_001263625|NP_001119588|NP_001263628|NP_001119587|NP_001263624|NP_001119585|NP_001263690|NP_001119589|NP_001263689	P84996|Q5JWF2|O95467|P63092	-	NP_057676|NP_001296790|NP_000507|NP_536351|NP_001296771|NP_001070958|NP_001070957|NP_001070956|NP_001296769|NP_536350	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3713607	7157	151648	113010	127395	-	-	TP53	SGOL1	BCC7|LFS1|P53|TRP53	NY-BR-85|SGO|Sgo1	Proximity Label-MS	physical	Lue Y (2024)	PUBMED:38580884	9606	9606	High Throughput	-	-	BioID|High confidence BioID interactions had a minimum unique mass spectral count of 2 and SAINT BFDR score =< 0.01|MG132 proteasome inhibitor treatment|TP53_R273H mutant	-	BIOGRID	P04637	H2EHT1|A0A087WT22|A0A087WXZ1|Q53GA5|A0A087X1Q1|K7PPA8	NP_001119586|NP_001119590|NP_001119584|NP_000537|NP_001263627|NP_001263626|NP_001263625|NP_001119588|NP_001263628|NP_001119587|NP_001263624|NP_001119585|NP_001263690|NP_001119589|NP_001263689	Q5FBB7	A0A024R2J4|B5BUA4	NP_001186185|NP_001012412|NP_612493|NP_001186183|NP_001012409|NP_001186180|NP_001186186|NP_001186184|NP_001186181|NP_001186182|NP_001012413|NP_001012410|NP_001012411	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3713608	7157	10459	113010	115722	-	RP3-330O12.4	TP53	MAD2L2	BCC7|LFS1|P53|TRP53	MAD2B|POLZ2|REV7	Proximity Label-MS	physical	Lue Y (2024)	PUBMED:38580884	9606	9606	High Throughput	-	-	BioID|High confidence BioID interactions had a minimum unique mass spectral count of 2 and SAINT BFDR score =< 0.01|MG132 proteasome inhibitor treatment|TP53_R273H mutant	-	BIOGRID	P04637	H2EHT1|A0A087WT22|A0A087WXZ1|Q53GA5|A0A087X1Q1|K7PPA8	NP_001119586|NP_001119590|NP_001119584|NP_000537|NP_001263627|NP_001263626|NP_001263625|NP_001119588|NP_001263628|NP_001119587|NP_001263624|NP_001119585|NP_001263690|NP_001119589|NP_001263689	Q9UI95	A0A024R4I4	NP_001120797|NP_006332	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3713609	7157	6169	113010	112088	-	-	TP53	RPL38	BCC7|LFS1|P53|TRP53	L38	Proximity Label-MS	physical	Lue Y (2024)	PUBMED:38580884	9606	9606	High Throughput	-	-	BioID|High confidence BioID interactions had a minimum unique mass spectral count of 2 and SAINT BFDR score =< 0.01|MG132 proteasome inhibitor treatment|TP53_R273H mutant	-	BIOGRID	P04637	H2EHT1|A0A087WT22|A0A087WXZ1|Q53GA5|A0A087X1Q1|K7PPA8	NP_001119586|NP_001119590|NP_001119584|NP_000537|NP_001263627|NP_001263626|NP_001263625|NP_001119588|NP_001263628|NP_001119587|NP_001263624|NP_001119585|NP_001263690|NP_001119589|NP_001263689	P63173	A0A024R8P8	NP_000990|NP_001030335	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3713610	7157	8655	113010	114206	-	-	TP53	DYNLL1	BCC7|LFS1|P53|TRP53	DLC1|DLC8|DNCL1|DNCLC1|LC8|LC8a|PIN|hdlc1	Proximity Label-MS	physical	Lue Y (2024)	PUBMED:38580884	9606	9606	High Throughput	-	-	BioID|High confidence BioID interactions had a minimum unique mass spectral count of 2 and SAINT BFDR score =< 0.01|MG132 proteasome inhibitor treatment|TP53_R273H mutant	-	BIOGRID	P04637	H2EHT1|A0A087WT22|A0A087WXZ1|Q53GA5|A0A087X1Q1|K7PPA8	NP_001119586|NP_001119590|NP_001119584|NP_000537|NP_001263627|NP_001263626|NP_001263625|NP_001119588|NP_001263628|NP_001119587|NP_001263624|NP_001119585|NP_001263690|NP_001119589|NP_001263689	P63167	Q6FGH9	NP_001032583|NP_003737|NP_001032584	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3713611	7157	1029	113010	107463	-	-	TP53	CDKN2A	BCC7|LFS1|P53|TRP53	ARF|CDK4I|CDKN2|CMM2|INK4|INK4A|MLM|MTS-1|MTS1|P14|P14ARF|P16|P16-INK4A|P16INK4|P16INK4A|P19|P19ARF|TP16	Proximity Label-MS	physical	Lue Y (2024)	PUBMED:38580884	9606	9606	High Throughput	-	-	BioID|High confidence BioID interactions had a minimum unique mass spectral count of 2 and SAINT BFDR score =< 0.01|MG132 proteasome inhibitor treatment|TP53_R273H mutant	-	BIOGRID	P04637	H2EHT1|A0A087WT22|A0A087WXZ1|Q53GA5|A0A087X1Q1|K7PPA8	NP_001119586|NP_001119590|NP_001119584|NP_000537|NP_001263627|NP_001263626|NP_001263625|NP_001119588|NP_001263628|NP_001119587|NP_001263624|NP_001119585|NP_001263690|NP_001119589|NP_001263689	Q8N726|P42771	G3XAG3|K7PML8	NP_478102|NP_001182061|NP_000068|NP_478104	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3715473	7157	4193	113010	110358	-	-	TP53	MDM2	BCC7|LFS1|P53|TRP53	ACTFS|HDMX|hdm2	Reconstituted Complex	physical	Dudgeon DD (2010)	PUBMED:20662736	9606	9606	Low Throughput	-	-	-	-	BIOGRID	P04637	H2EHT1|A0A087WT22|A0A087WXZ1|Q53GA5|A0A087X1Q1|K7PPA8	NP_001119586|NP_001119590|NP_001119584|NP_000537|NP_001263627|NP_001263626|NP_001263625|NP_001119588|NP_001263628|NP_001119587|NP_001263624|NP_001119585|NP_001263690|NP_001119589|NP_001263689	Q00987	A7UKX8|Q96DS0|A7UKX9|A7UKX7|G3XA89	NP_001354919|NP_001265391|NP_002383|NP_001138811|NP_001138812|NP_001138809	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3715479	23650	7157	117177	113010	-	-	TRIM29	TP53	ATDC	BCC7|LFS1|P53|TRP53	Affinity Capture-Western	physical	Yuan Z (2010)	PUBMED:20368352	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q14134	A0A024R3J1|B7Z8U9	NP_036233	P04637	H2EHT1|A0A087WT22|A0A087WXZ1|Q53GA5|A0A087X1Q1|K7PPA8	NP_001119586|NP_001119590|NP_001119584|NP_000537|NP_001263627|NP_001263626|NP_001263625|NP_001119588|NP_001263628|NP_001119587|NP_001263624|NP_001119585|NP_001263690|NP_001119589|NP_001263689	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3715480	7157	23650	113010	117177	-	-	TP53	TRIM29	BCC7|LFS1|P53|TRP53	ATDC	Affinity Capture-Western	physical	Yuan Z (2010)	PUBMED:20368352	9606	9606	Low Throughput	-	-	-	-	BIOGRID	P04637	H2EHT1|A0A087WT22|A0A087WXZ1|Q53GA5|A0A087X1Q1|K7PPA8	NP_001119586|NP_001119590|NP_001119584|NP_000537|NP_001263627|NP_001263626|NP_001263625|NP_001119588|NP_001263628|NP_001119587|NP_001263624|NP_001119585|NP_001263690|NP_001119589|NP_001263689	Q14134	A0A024R3J1|B7Z8U9	NP_036233	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3715481	7157	23650	113010	117177	-	-	TP53	TRIM29	BCC7|LFS1|P53|TRP53	ATDC	Co-localization	physical	Yuan Z (2010)	PUBMED:20368352	9606	9606	Low Throughput	-	-	-	-	BIOGRID	P04637	H2EHT1|A0A087WT22|A0A087WXZ1|Q53GA5|A0A087X1Q1|K7PPA8	NP_001119586|NP_001119590|NP_001119584|NP_000537|NP_001263627|NP_001263626|NP_001263625|NP_001119588|NP_001263628|NP_001119587|NP_001263624|NP_001119585|NP_001263690|NP_001119589|NP_001263689	Q14134	A0A024R3J1|B7Z8U9	NP_036233	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3715482	4790	7157	110857	113010	-	-	NFKB1	TP53	EBP-1|KBF1|NF-kB1|NF-kappa-B|NF-kappaB|NFKB-p105|NFKB-p50|NFkappaB|p105|p50	BCC7|LFS1|P53|TRP53	Affinity Capture-Western	physical	Schneider G (2010)	PUBMED:20190799	9606	9606	Low Throughput	-	-	-	-	BIOGRID	P19838	A0A024RDJ4	NP_001158884|NP_003989|NP_001306155	P04637	H2EHT1|A0A087WT22|A0A087WXZ1|Q53GA5|A0A087X1Q1|K7PPA8	NP_001119586|NP_001119590|NP_001119584|NP_000537|NP_001263627|NP_001263626|NP_001263625|NP_001119588|NP_001263628|NP_001119587|NP_001263624|NP_001119585|NP_001263690|NP_001119589|NP_001263689	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3715483	4790	7157	110857	113010	-	-	NFKB1	TP53	EBP-1|KBF1|NF-kB1|NF-kappa-B|NF-kappaB|NFKB-p105|NFKB-p50|NFkappaB|p105|p50	BCC7|LFS1|P53|TRP53	Co-purification	physical	Schneider G (2010)	PUBMED:20190799	9606	9606	Low Throughput	-	-	-	-	BIOGRID	P19838	A0A024RDJ4	NP_001158884|NP_003989|NP_001306155	P04637	H2EHT1|A0A087WT22|A0A087WXZ1|Q53GA5|A0A087X1Q1|K7PPA8	NP_001119586|NP_001119590|NP_001119584|NP_000537|NP_001263627|NP_001263626|NP_001263625|NP_001119588|NP_001263628|NP_001119587|NP_001263624|NP_001119585|NP_001263690|NP_001119589|NP_001263689	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3715484	4790	7157	110857	113010	-	-	NFKB1	TP53	EBP-1|KBF1|NF-kB1|NF-kappa-B|NF-kappaB|NFKB-p105|NFKB-p50|NFkappaB|p105|p50	BCC7|LFS1|P53|TRP53	Co-localization	physical	Schneider G (2010)	PUBMED:20190799	9606	9606	Low Throughput	-	-	-	-	BIOGRID	P19838	A0A024RDJ4	NP_001158884|NP_003989|NP_001306155	P04637	H2EHT1|A0A087WT22|A0A087WXZ1|Q53GA5|A0A087X1Q1|K7PPA8	NP_001119586|NP_001119590|NP_001119584|NP_000537|NP_001263627|NP_001263626|NP_001263625|NP_001119588|NP_001263628|NP_001119587|NP_001263624|NP_001119585|NP_001263690|NP_001119589|NP_001263689	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3716549	7157	7528	113010	113360	-	-	TP53	YY1	BCC7|LFS1|P53|TRP53	DELTA|INO80S|NF-E1|UCRBP|YIN-YANG-1	Reconstituted Complex	physical	Deng Z (2007)	PUBMED:17353273	9606	9606	Low Throughput	-	-	-	-	BIOGRID	P04637	H2EHT1|A0A087WT22|A0A087WXZ1|Q53GA5|A0A087X1Q1|K7PPA8	NP_001119586|NP_001119590|NP_001119584|NP_000537|NP_001263627|NP_001263626|NP_001263625|NP_001119588|NP_001263628|NP_001119587|NP_001263624|NP_001119585|NP_001263690|NP_001119589|NP_001263689	P25490	-	NP_003394	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3716555	7528	7157	113360	113010	-	-	YY1	TP53	DELTA|INO80S|NF-E1|UCRBP|YIN-YANG-1	BCC7|LFS1|P53|TRP53	Reconstituted Complex	physical	Deng Z (2007)	PUBMED:17353273	9606	9606	Low Throughput	-	-	-	-	BIOGRID	P25490	-	NP_003394	P04637	H2EHT1|A0A087WT22|A0A087WXZ1|Q53GA5|A0A087X1Q1|K7PPA8	NP_001119586|NP_001119590|NP_001119584|NP_000537|NP_001263627|NP_001263626|NP_001263625|NP_001119588|NP_001263628|NP_001119587|NP_001263624|NP_001119585|NP_001263690|NP_001119589|NP_001263689	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3716556	51588	7157	119624	113010	-	-	PIAS4	TP53	PIASY|Piasg|ZMIZ6	BCC7|LFS1|P53|TRP53	Reconstituted Complex	physical	Deng Z (2007)	PUBMED:17353273	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q8N2W9	-	NP_056981	P04637	H2EHT1|A0A087WT22|A0A087WXZ1|Q53GA5|A0A087X1Q1|K7PPA8	NP_001119586|NP_001119590|NP_001119584|NP_000537|NP_001263627|NP_001263626|NP_001263625|NP_001119588|NP_001263628|NP_001119587|NP_001263624|NP_001119585|NP_001263690|NP_001119589|NP_001263689	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3718904	472	7157	106962	113010	-	-	ATM	TP53	AT1|ATA|ATC|ATD|ATDC|ATE|TEL1|TELO1	BCC7|LFS1|P53|TRP53	Biochemical Activity	physical	Kodama M (2010)	PUBMED:20123963	9606	9606	Low Throughput	-	Phosphorylation	-	-	BIOGRID	Q13315	A0A024R3C7	NP_001338763|NP_000042	P04637	H2EHT1|A0A087WT22|A0A087WXZ1|Q53GA5|A0A087X1Q1|K7PPA8	NP_001119586|NP_001119590|NP_001119584|NP_000537|NP_001263627|NP_001263626|NP_001263625|NP_001119588|NP_001263628|NP_001119587|NP_001263624|NP_001119585|NP_001263690|NP_001119589|NP_001263689	-	-	-	-	-	-	Homo sapiens	Homo sapiens
